application_number,status
83413022,Approved
83413062,Approved
83413082,Refused
83413182,Refused
83413202,Approved
83413212,Approved
83413222,Approved
83413232,Refused
83413402,Approved
83413692,Approved
83413732,Approved
83414002,Approved
83414102,Approved
83414112,Approved
83414212,Approved
83414232,Approved
83414292,Approved
83414302,Refused
83414312,Approved
83414552,Approved
83414632,Approved
83414882,Approved
83415172,Approved
83415202,Approved
83415212,Approved
83415882,Approved
83416142,Approved
83416152,Approved
83416172,Approved
83416202,Approved
83416242,Approved
83416492,Refused
83416852,Approved
83416922,Approved
83417272,Approved
83417682,Approved
83417772,Approved
83418082,Approved
83418452,Approved
83419282,Approved
83419652,Approved
83419672,Approved
83420172,Approved
83420182,Approved
83420622,Approved
83420832,Approved
83420982,Approved
83421292,Approved
83421902,Approved
83422132,Approved
83422162,Approved
83422872,Refused
83422932,Approved
83423402,Approved
83423432,Approved
83423442,Approved
83423472,Approved
83423502,Approved
83423542,Approved
83423552,Approved
83423582,Approved
83423662,Refused
83423702,Approved
83423732,Approved
83423752,Approved
83423782,Approved
83423822,Approved
83423942,Approved
83423972,Approved
83424042,Approved
83424162,Approved
83424172,Approved
83424212,Approved
83424232,Refused
83424242,Approved
83424282,Approved
83424332,Approved
83424342,Approved
83424382,Refused
83424392,Approved
83424412,Approved
83424482,Approved
83424492,Approved
83424612,Approved
83424632,Approved
83424722,Approved
83424732,Approved
83424782,Approved
83424812,Approved
83424852,Approved
83424862,Approved
83424912,Approved
83424942,Refused
83425012,Approved
83425092,Approved
83425132,Approved
83425142,Approved
83425152,Approved
83425212,Approved
83425232,Approved
83425332,Approved
83425922,Approved
83425962,Approved
83425992,Approved
83426032,Approved
83426062,Approved
83426092,Approved
83426302,Approved
83426402,Refused
83426482,Approved
83426602,Approved
83426692,Approved
83426822,Approved
83426842,Approved
83426852,Approved
83426892,Approved
83427102,Approved
83427142,Approved
83427182,Approved
83427272,Approved
83427292,Refused
83427462,Approved
83427612,Approved
83427672,Approved
83427682,Approved
83427872,Approved
83428022,Approved
83428222,Approved
83428272,Approved
83428552,Approved
83428572,Approved
83428582,Approved
83428642,Refused
83428672,Approved
83428682,Approved
83428692,Approved
83428702,Approved
83428942,Approved
83428972,Approved
83429022,Approved
83429352,Approved
83429472,Approved
83429502,Approved
83429522,Approved
83429592,Approved
83429692,Approved
83429752,Approved
83429842,Approved
83429862,Approved
83429892,Approved
83430222,Approved
83430552,Approved
83430622,Approved
83430722,Approved
83431022,Approved
83431172,Approved
83431262,Approved
83431342,Approved
83431382,Refused
83431502,Approved
83431512,Approved
83431552,Approved
83431622,Approved
83431732,Approved
83431742,Approved
83431792,Approved
83431872,Approved
83432012,Approved
83432092,Refused
83432142,Approved
83432262,Approved
83432272,Approved
83432302,Approved
83432312,Approved
83432372,Approved
83432522,Approved
83432592,Approved
83432612,Approved
83432652,Refused
83432702,Refused
83432722,Approved
83432752,Approved
83432952,Approved
83433282,Refused
83433332,Approved
83433502,Approved
83433662,Approved
83433692,Refused
83433812,Approved
83433872,Refused
83433942,Approved
83434062,Approved
83434162,Approved
83434262,Approved
83434362,Approved
83434602,Approved
83434642,Approved
83435142,Approved
83435592,Approved
83435862,Approved
83436072,Approved
83436092,Approved
83437382,Approved
83437452,Approved
83437722,Refused
83437772,Approved
83437822,Refused
83437902,Approved
83437972,Approved
83438092,Approved
83438112,Approved
83438292,Approved
83438362,Approved
83438492,Approved
83438512,Approved
83438522,Approved
83438582,Approved
83438642,Approved
83438652,Approved
83438792,Approved
83438862,Refused
83438882,Approved
83439032,Approved
83439202,Approved
83439422,Approved
83439452,Approved
83439512,Approved
83439522,Approved
83439562,Approved
83439702,Approved
83439902,Approved
83439992,Approved
83440042,Approved
83440082,Approved
83440282,Refused
83440632,Approved
83440682,Approved
83440712,Approved
83440802,Approved
83440892,Approved
83441072,Approved
83441252,Approved
83441262,Approved
83441422,Approved
83441732,Approved
83441742,Approved
83441792,Approved
83441952,Refused
83441972,Approved
83442022,Approved
83442152,Approved
83442282,Approved
83442412,Approved
83442612,Approved
83442632,Approved
83442712,Approved
83442942,Refused
83442952,Refused
83443182,Refused
83443622,Approved
83443692,Approved
83443762,Approved
83444002,Approved
83444052,Refused
83444122,Approved
83444392,Refused
83444412,Approved
83444692,Approved
83444862,Approved
83445422,Approved
83445622,Approved
83445762,Approved
83446252,Approved
83446712,Approved
83446742,Approved
83447112,Approved
83447472,Approved
83447622,Refused
83447752,Refused
83448192,Approved
83448492,Approved
83448512,Approved
83448802,Approved
83449252,Approved
83450912,Approved
83451182,Approved
83451522,Refused
83451582,Approved
83451642,Approved
83451742,Approved
83452322,Approved
83452492,Approved
83452662,Approved
83452882,Approved
83452892,Approved
83452932,Refused
83453162,Approved
83453382,Approved
83453392,Approved
83453442,Approved
83453462,Approved
83453492,Refused
83453522,Approved
83453532,Approved
83453552,Approved
83453562,Approved
83453592,Approved
83453632,Approved
83453672,Approved
83453692,Refused
83453702,Approved
83453732,Refused
83453772,Refused
83453852,Refused
83453922,Approved
83453952,Approved
83454122,Approved
83454152,Approved
83454182,Refused
83454202,Approved
83454222,Approved
83454232,Approved
83454302,Approved
83454352,Approved
83454532,Approved
83454672,Approved
83454682,Approved
83454752,Refused
83454762,Approved
83454982,Approved
83455042,Approved
83455062,Approved
83455082,Approved
83455112,Approved
83455152,Refused
83455182,Approved
83455222,Approved
83455242,Approved
83455302,Refused
83455392,Approved
83455422,Approved
83455472,Approved
83455522,Approved
83455702,Refused
83455792,Approved
83455912,Approved
83456322,Approved
83456592,Approved
83456962,Approved
83457472,Approved
83457482,Approved
83457622,Approved
83457752,Approved
83457812,Approved
83458262,Approved
83458302,Approved
83458352,Approved
83458412,Approved
83458442,Approved
83458612,Approved
83458622,Approved
83458762,Approved
83458862,Approved
83458872,Approved
83458942,Refused
83459002,Approved
83459172,Approved
83459202,Approved
83459212,Refused
83459242,Approved
83459822,Approved
83459832,Approved
83459872,Approved
83460052,Approved
83460102,Approved
83460612,Approved
83460622,Approved
83460822,Approved
83460852,Refused
83460912,Approved
83461082,Approved
83461102,Approved
83461602,Approved
83461612,Approved
83461682,Approved
83461902,Approved
83461962,Approved
83462092,Approved
83462112,Approved
83462192,Refused
83462212,Approved
83462222,Refused
83462292,Approved
83462562,Approved
83462572,Approved
83462622,Approved
83463062,Approved
83463212,Approved
83463322,Approved
83463432,Approved
83463532,Approved
83463622,Approved
83463692,Approved
83463752,Approved
83463832,Approved
83463872,Approved
83464142,Approved
83464462,Approved
83464692,Refused
83464912,Approved
83464922,Approved
83464982,Approved
83465172,Refused
83465322,Approved
83465582,Approved
83465592,Refused
83465612,Approved
83465772,Approved
83465862,Approved
83466162,Approved
83466572,Approved
83466612,Refused
83466772,Refused
83466942,Approved
83467942,Approved
83468552,Approved
83468572,Approved
83468602,Approved
83468722,Approved
83468872,Approved
83469162,Approved
83469392,Approved
83469682,Approved
83469932,Approved
83470002,Refused
83470172,Approved
83470502,Approved
83470992,Approved
83471202,Approved
83471382,Approved
83471912,Approved
83472362,Approved
83473062,Approved
83473632,Approved
83474212,Refused
83474332,Approved
83474612,Refused
83474742,Refused
83474772,Approved
83474822,Approved
83474942,Approved
83476562,Approved
83476602,Approved
83476662,Approved
83476672,Approved
83476732,Approved
83476742,Refused
83476752,Approved
83476772,Approved
83476812,Approved
83476872,Refused
83477002,Approved
83477032,Approved
83477052,Approved
83477102,Refused
83477132,Approved
83477272,Approved
83477432,Approved
83477492,Refused
83477572,Approved
83477622,Approved
83477692,Approved
83477722,Approved
83477742,Approved
83477752,Approved
83477802,Approved
83477812,Approved
83477842,Approved
83477912,Approved
83477972,Refused
83477982,Approved
83478122,Approved
83478142,Approved
83478272,Approved
83478302,Approved
83478312,Approved
83478332,Refused
83478412,Approved
83478422,Approved
83478472,Approved
83478502,Approved
83478522,Approved
83478652,Approved
83478752,Approved
83478762,Refused
83478772,Approved
83478902,Approved
83478972,Approved
83479002,Refused
83479112,Approved
83479242,Refused
83479372,Approved
83479422,Refused
83479472,Approved
83479522,Approved
83479562,Refused
83479592,Approved
83479612,Refused
83479672,Approved
83479782,Approved
83479862,Refused
83479882,Approved
83479912,Approved
83479962,Approved
83480082,Refused
83480282,Approved
83480352,Approved
83480382,Approved
83480452,Refused
83480542,Approved
83480662,Approved
83480982,Approved
83481292,Approved
83481542,Approved
83481602,Approved
83481632,Refused
83481692,Approved
83481772,Approved
83481942,Approved
83482032,Approved
83482742,Approved
83482802,Approved
83483222,Approved
83483282,Approved
83483322,Approved
83483332,Approved
83483372,Approved
83483432,Refused
83483442,Approved
83483612,Approved
83483642,Refused
83483862,Refused
83483922,Approved
83484052,Refused
83484072,Approved
83484202,Approved
83484232,Approved
83484272,Approved
83484312,Approved
83484402,Approved
83484422,Approved
83484482,Approved
83484572,Approved
83484662,Approved
83484792,Approved
83484832,Approved
83484912,Approved
83485102,Refused
83485202,Approved
83485362,Approved
83485412,Approved
83485472,Approved
83485482,Approved
83485702,Approved
83485712,Refused
83485752,Refused
83485992,Approved
83486182,Approved
83486352,Approved
83486392,Approved
83486442,Approved
83486612,Approved
83486692,Refused
83486762,Approved
83486862,Approved
83486872,Approved
83486892,Approved
83487002,Approved
83487342,Approved
83487712,Approved
83487982,Approved
83488162,Approved
83488462,Approved
83488582,Approved
83489192,Approved
83489402,Approved
83489422,Approved
83489522,Approved
83489532,Approved
83489562,Approved
83489612,Approved
83489652,Refused
83489792,Approved
83489802,Approved
83489952,Approved
83490032,Approved
83490122,Approved
83490202,Approved
83490292,Approved
83491052,Approved
83491082,Approved
83491192,Approved
83491552,Approved
83491712,Approved
83491762,Approved
83491952,Approved
83492272,Approved
83492352,Approved
83492432,Approved
83492572,Approved
83492852,Approved
83492932,Refused
83493022,Refused
83493232,Approved
83493542,Refused
83493762,Approved
83493802,Approved
83494042,Approved
83494152,Approved
83494162,Approved
83494212,Approved
83494362,Approved
83494462,Approved
83494762,Approved
83494892,Approved
83494992,Approved
83495052,Approved
83495132,Approved
83495212,Approved
83495692,Approved
83495902,Approved
83496642,Approved
83496782,Approved
83497002,Approved
83497182,Approved
83497482,Refused
83497752,Approved
83497882,Approved
83497922,Approved
83498052,Approved
83498162,Approved
83498672,Approved
83499332,Refused
83499502,Approved
83499912,Approved
83500022,Approved
83500282,Approved
83501082,Approved
83501202,Refused
83501212,Approved
83501272,Approved
83501362,Refused
83501432,Approved
83501452,Approved
83501542,Approved
83501592,Approved
83501652,Approved
83501682,Approved
83501712,Approved
83501822,Approved
83501892,Approved
83502032,Refused
83502052,Approved
83502072,Approved
83502202,Approved
83502212,Approved
83502302,Approved
83502372,Refused
83502452,Approved
83502552,Approved
83502622,Approved
83502652,Refused
83502852,Approved
83502902,Approved
83502942,Approved
83502972,Approved
83502992,Approved
83503062,Approved
83503082,Approved
83503172,Approved
83503202,Approved
83503332,Approved
83503452,Refused
83503602,Approved
83503662,Approved
83503692,Approved
83503772,Approved
83503912,Approved
83504092,Refused
83504372,Approved
83504472,Approved
83504712,Approved
83504772,Refused
83504842,Approved
83505022,Approved
83505242,Refused
83505252,Approved
83505272,Approved
83505792,Refused
83505882,Approved
83505962,Approved
83506062,Approved
83506322,Refused
83506392,Approved
83506412,Approved
83506432,Approved
83506472,Refused
83506492,Approved
83506502,Refused
83506522,Approved
83506532,Approved
83506632,Approved
83506722,Approved
83506792,Approved
83506932,Refused
83507112,Approved
83507312,Refused
83507442,Approved
83507672,Approved
83507792,Refused
83507802,Approved
83507902,Approved
83507982,Approved
83508002,Refused
83508102,Approved
83508202,Approved
83508222,Approved
83508262,Approved
83508272,Approved
83508332,Refused
83508362,Approved
83508502,Approved
83508512,Approved
83508622,Refused
83508812,Approved
83508832,Approved
83508862,Approved
83509132,Approved
83509162,Refused
83509232,Approved
83509322,Approved
83509432,Approved
83509642,Approved
83509742,Approved
83509762,Approved
83509922,Approved
83509952,Approved
83510072,Approved
83510142,Approved
83510322,Approved
83510542,Approved
83510672,Approved
83511082,Approved
83511182,Approved
83511342,Approved
83511482,Approved
83511742,Refused
83511782,Approved
83511942,Approved
83512332,Approved
83512912,Refused
83512942,Approved
83513092,Approved
83513142,Approved
83513152,Approved
83513242,Approved
83513672,Approved
83513742,Approved
83513832,Approved
83514412,Approved
83514712,Approved
83514852,Approved
83515102,Approved
83515302,Approved
83515452,Approved
83515672,Approved
83515872,Approved
83516012,Approved
83516052,Approved
83516112,Approved
83516202,Approved
83516462,Approved
83516662,Approved
83516732,Approved
83516962,Approved
83517052,Approved
83517252,Refused
83517322,Approved
83517462,Approved
83517602,Approved
83517802,Approved
83517822,Approved
83518712,Approved
83520002,Approved
83520452,Approved
83520672,Approved
83520882,Approved
83520942,Approved
83520972,Approved
83521252,Approved
83521612,Approved
83521822,Approved
83521832,Approved
83521942,Approved
83522452,Approved
83522582,Approved
83522852,Approved
83522992,Approved
83523132,Approved
83523462,Approved
83525142,Refused
83525352,Refused
83525372,Approved
83525552,Refused
83525672,Approved
83525682,Approved
83525822,Refused
83525902,Refused
83525912,Approved
83526102,Approved
83526112,Approved
83526142,Approved
83526172,Approved
83526232,Approved
83526282,Approved
83526322,Approved
83526542,Approved
83526612,Approved
83526632,Refused
83526682,Approved
83526732,Approved
83526982,Approved
83527042,Refused
83527072,Approved
83527122,Approved
83527172,Approved
83527212,Approved
83527302,Approved
83527372,Approved
83527472,Refused
83527572,Approved
83527582,Refused
83527602,Approved
83527652,Approved
83527882,Approved
83527972,Refused
83528042,Approved
83528062,Approved
83528152,Approved
83528172,Approved
83528242,Refused
83528372,Approved
83528382,Approved
83528412,Refused
83528442,Refused
83528532,Approved
83528732,Approved
83528762,Refused
83528922,Approved
83529282,Approved
83529302,Approved
83529532,Approved
83529682,Approved
83529932,Approved
83530042,Approved
83530072,Approved
83530142,Approved
83530152,Approved
83530282,Refused
83530342,Approved
83530442,Approved
83530492,Approved
83530562,Refused
83530722,Approved
83530822,Approved
83530922,Approved
83530942,Approved
83531112,Approved
83531152,Approved
83531192,Approved
83531372,Approved
83531422,Approved
83531502,Approved
83531522,Approved
83531592,Approved
83531682,Approved
83532142,Approved
83532212,Approved
83532362,Refused
83532562,Approved
83532572,Approved
83532602,Approved
83532702,Approved
83532712,Approved
83532962,Approved
83532972,Refused
83533172,Approved
83533202,Approved
83533242,Approved
83533252,Approved
83533262,Approved
83533302,Approved
83533362,Approved
83533492,Approved
83533522,Refused
83533562,Approved
83533632,Approved
83533742,Approved
83533812,Approved
83533882,Approved
83533922,Refused
83534072,Approved
83534082,Approved
83534122,Approved
83534402,Refused
83534462,Approved
83534532,Refused
83534622,Approved
83534672,Approved
83534712,Approved
83534772,Approved
83534892,Approved
83534912,Approved
83534962,Refused
83535242,Refused
83535262,Refused
83535822,Approved
83536352,Approved
83536392,Approved
83536532,Approved
83537062,Approved
83537112,Refused
83537282,Refused
83537572,Approved
83537642,Approved
83537792,Refused
83537912,Approved
83538492,Approved
83538542,Approved
83538672,Approved
83538952,Approved
83538972,Approved
83539252,Approved
83539372,Approved
83540012,Approved
83540122,Approved
83540172,Refused
83540282,Approved
83540652,Approved
83540752,Approved
83541062,Approved
83541432,Approved
83541552,Approved
83541832,Refused
83541872,Approved
83542612,Approved
83542692,Approved
83542732,Approved
83542832,Approved
83542872,Approved
83543282,Approved
83543602,Approved
83543902,Approved
83543942,Approved
83544482,Approved
83544522,Approved
83544652,Approved
83544682,Approved
83545062,Approved
83545232,Approved
83545702,Refused
83545712,Refused
83546012,Approved
83546092,Approved
83546242,Approved
83546352,Approved
83546672,Approved
83547762,Approved
83547782,Approved
83547842,Approved
83547872,Approved
83548002,Approved
83548022,Approved
83548152,Refused
83548172,Approved
83548202,Approved
83548222,Approved
83548251,Refused
83548272,Approved
83548382,Approved
83548442,Approved
83548502,Approved
83548532,Approved
83548582,Approved
83548622,Approved
83548672,Approved
83548822,Approved
83548912,Approved
83548942,Approved
83548982,Approved
83549012,Approved
83549042,Approved
83549052,Approved
83549062,Approved
83549092,Approved
83549112,Approved
83549222,Approved
83549262,Approved
83549292,Approved
83549332,Refused
83549372,Approved
83549402,Approved
83549432,Approved
83549542,Approved
83549582,Approved
83549632,Approved
83549712,Approved
83549802,Approved
83549812,Approved
83549832,Approved
83549852,Approved
83549892,Approved
83549902,Approved
83549922,Approved
83549932,Approved
83549942,Approved
83550052,Approved
83550142,Approved
83550222,Approved
83550292,Approved
83550302,Approved
83550372,Refused
83550422,Approved
83550452,Approved
83550602,Approved
83550622,Approved
83550652,Approved
83550722,Approved
83550752,Approved
83550772,Approved
83550832,Approved
83550992,Approved
83551002,Approved
83551082,Approved
83551142,Approved
83551172,Approved
83551252,Approved
83551302,Refused
83551312,Approved
83551322,Approved
83551352,Approved
83551362,Approved
83551372,Approved
83551502,Approved
83551522,Approved
83551542,Approved
83551572,Refused
83551592,Approved
83551602,Approved
83551662,Approved
83552002,Approved
83552062,Approved
83552072,Approved
83552092,Approved
83552132,Approved
83552342,Approved
83552522,Approved
83552542,Approved
83552612,Approved
83552632,Approved
83552822,Approved
83552892,Approved
83553052,Approved
83553062,Approved
83553242,Approved
83553552,Approved
83553642,Approved
83553702,Approved
83553872,Approved
83553902,Approved
83554172,Approved
83554232,Approved
83554252,Refused
83554312,Approved
83554342,Approved
83554382,Approved
83554412,Approved
83555112,Approved
83555222,Approved
83555642,Approved
83555722,Approved
83556132,Refused
83556182,Approved
83556232,Approved
83556312,Approved
83556472,Approved
83556512,Approved
83556632,Approved
83556832,Approved
83556922,Approved
83557062,Approved
83557172,Approved
83557222,Approved
83557562,Approved
83557572,Approved
83557592,Approved
83557852,Approved
83558192,Approved
83558622,Approved
83558792,Approved
83558952,Approved
83559062,Approved
83559182,Approved
83559362,Approved
83559672,Approved
83560042,Approved
83560442,Refused
83561062,Approved
83561172,Approved
83561792,Approved
83562512,Approved
83562652,Approved
83562692,Approved
83562742,Approved
83562752,Approved
83562852,Approved
83563422,Approved
83564102,Approved
83564522,Approved
83564662,Approved
83564892,Approved
83564922,Approved
83565132,Approved
83566192,Approved
83566392,Approved
83566482,Approved
83566522,Approved
83566662,Approved
83566892,Approved
83567002,Approved
83567082,Approved
83567712,Refused
83568482,Approved
83568562,Approved
83568872,Refused
83568882,Approved
83568912,Approved
83569022,Approved
83569092,Refused
83569122,Refused
83569142,Approved
83569182,Approved
83569272,Approved
83569372,Approved
83569412,Approved
83569512,Approved
83569602,Approved
83569642,Approved
83569732,Approved
83569742,Approved
83569872,Approved
83569942,Refused
83570052,Approved
83570132,Approved
83570192,Approved
83570222,Approved
83570282,Approved
83570352,Approved
83570412,Approved
83570432,Approved
83570462,Refused
83570552,Approved
83570562,Approved
83570632,Approved
83570732,Approved
83570742,Approved
83570862,Approved
83570922,Approved
83570982,Approved
83571032,Approved
83571132,Approved
83571202,Approved
83571302,Approved
83571442,Approved
83571482,Approved
83571512,Approved
83571522,Approved
83571542,Approved
83572092,Approved
83572132,Approved
83572212,Approved
83572222,Approved
83572242,Approved
83572302,Approved
83572352,Approved
83572532,Approved
83572582,Approved
83572872,Approved
83572892,Approved
83572992,Approved
83573092,Approved
83573102,Approved
83573112,Approved
83573192,Refused
83573202,Approved
83573242,Approved
83573252,Approved
83573322,Approved
83573402,Refused
83573642,Approved
83573932,Approved
83573942,Approved
83574052,Approved
83574172,Refused
83574252,Approved
83574282,Approved
83574392,Approved
83574442,Approved
83574552,Approved
83574722,Approved
83574742,Approved
83574772,Approved
83575092,Approved
83575162,Approved
83575262,Refused
83575352,Approved
83575382,Refused
83575392,Approved
83575432,Approved
83575442,Approved
83575572,Approved
83575582,Approved
83575712,Approved
83575982,Approved
83576182,Approved
83576222,Approved
83577022,Approved
83577062,Approved
83577082,Approved
83577112,Approved
83577122,Approved
83577142,Approved
83577382,Approved
83577592,Refused
83577702,Approved
83577762,Approved
83578082,Approved
83578122,Approved
83578262,Refused
83578292,Approved
83578542,Approved
83578702,Approved
83578982,Refused
83579052,Approved
83579242,Approved
83579302,Approved
83579592,Approved
83579602,Approved
83579972,Approved
83580332,Approved
83580582,Approved
83580862,Approved
83580872,Approved
83580882,Approved
83581212,Approved
83581222,Approved
83581362,Approved
83581762,Approved
83581802,Approved
83581892,Refused
83582132,Approved
83582262,Approved
83582342,Approved
83582742,Approved
83583362,Approved
83583772,Approved
83584192,Approved
83584782,Approved
83584852,Approved
83584912,Approved
83584932,Approved
83585162,Approved
83585352,Approved
83585382,Approved
83585552,Approved
83585692,Approved
83585822,Approved
83585902,Approved
83586162,Approved
83586272,Approved
83586302,Approved
83586432,Approved
83586572,Approved
83586632,Approved
83586642,Approved
83586882,Approved
83586982,Approved
83587322,Approved
83587342,Approved
83587382,Approved
83587512,Approved
83587722,Refused
83587802,Approved
83587872,Approved
83587882,Approved
83587912,Approved
83588242,Approved
83588432,Approved
83588562,Approved
83588882,Approved
83588902,Refused
83588982,Approved
83589112,Approved
83589192,Refused
83589242,Approved
83589432,Refused
83589682,Approved
83590162,Refused
83590262,Approved
83590302,Approved
83590482,Approved
83590572,Approved
83591172,Refused
83591292,Approved
83591392,Approved
83591432,Approved
83591482,Approved
83591692,Approved
83592132,Approved
83592272,Approved
83592472,Refused
83592752,Approved
83592842,Approved
83592972,Approved
83593092,Approved
83593572,Approved
83593862,Refused
83593942,Approved
83594372,Approved
83594662,Approved
83594892,Approved
83595702,Approved
83595792,Approved
83595802,Refused
83596032,Approved
83596112,Approved
83596282,Approved
83596442,Approved
83596482,Approved
83597932,Approved
83598932,Approved
83598982,Approved
83599172,Approved
83599612,Approved
83600232,Approved
83600422,Approved
83600632,Approved
83600982,Approved
83601252,Approved
83601282,Approved
83601432,Approved
83601492,Approved
83601512,Approved
83601522,Approved
83601562,Approved
83601622,Approved
83601742,Approved
83601812,Approved
83601882,Approved
83601912,Approved
83602052,Approved
83602212,Approved
83602252,Approved
83602372,Approved
83602412,Approved
83602442,Approved
83602562,Approved
83602572,Approved
83602632,Approved
83602652,Approved
83602712,Approved
83602862,Approved
83602902,Approved
83603072,Approved
83603132,Approved
83603242,Approved
83603352,Approved
83603562,Approved
83603782,Approved
83603842,Approved
83603862,Refused
83604172,Approved
83604182,Approved
83604412,Approved
83604462,Approved
83604542,Approved
83604702,Approved
83604742,Approved
83604922,Approved
83605112,Approved
83605322,Approved
83605552,Approved
83605622,Approved
83605632,Approved
83605852,Approved
83605872,Approved
83605962,Approved
83606142,Approved
83606302,Approved
83606632,Approved
83606652,Approved
83607172,Approved
83607372,Approved
83607432,Approved
83607592,Approved
83607602,Approved
83607822,Approved
83607912,Approved
83608042,Refused
83608112,Approved
83608532,Refused
83608632,Approved
83609082,Approved
83609232,Approved
83609312,Approved
83609352,Approved
83609452,Approved
83609672,Approved
83609742,Refused
83609942,Approved
83609952,Refused
83610082,Approved
83610162,Approved
83610192,Approved
83610252,Approved
83610492,Approved
83610762,Approved
83610922,Approved
83611202,Approved
83611372,Refused
83611392,Approved
83611402,Approved
83611592,Approved
83611692,Approved
83611772,Approved
83611932,Approved
83611962,Approved
83612012,Approved
83612092,Refused
83612192,Refused
83612222,Refused
83612252,Approved
83612482,Refused
83612492,Approved
83612902,Approved
83613082,Approved
83613352,Approved
83613622,Approved
83613652,Approved
83614052,Approved
83614352,Approved
83615552,Approved
83615672,Approved
83615932,Approved
83615982,Refused
83616072,Approved
83616092,Approved
83616432,Refused
83617202,Refused
83617222,Approved
83617342,Approved
83617352,Approved
83617702,Approved
83617732,Approved
83617762,Approved
83617992,Approved
83618142,Refused
83618632,Approved
83618662,Approved
83618692,Refused
83619032,Approved
83619412,Approved
83619512,Approved
83619542,Approved
83619612,Approved
83620222,Approved
83620312,Approved
83620332,Refused
83620412,Approved
83620462,Approved
83621182,Approved
83621222,Refused
83621282,Approved
83621802,Approved
83623082,Approved
83623522,Refused
83624262,Approved
83624642,Approved
83624682,Approved
83624852,Approved
83625672,Approved
83625872,Refused
83626032,Approved
83626422,Approved
83626652,Approved
83626812,Approved
83627042,Refused
83627052,Approved
83627162,Approved
83627282,Refused
83628222,Approved
83628512,Approved
83628532,Approved
83628762,Approved
83628782,Approved
83628792,Approved
83628862,Approved
83628922,Approved
83629152,Approved
83629182,Approved
83629312,Approved
83629352,Approved
83629392,Approved
83629422,Approved
83629432,Approved
83629442,Refused
83629452,Approved
83629542,Approved
83629552,Approved
83629582,Approved
83629722,Approved
83629742,Approved
83629842,Approved
83629942,Approved
83630192,Approved
83630222,Refused
83630282,Approved
83630292,Approved
83630342,Approved
83630452,Approved
83630592,Approved
83630772,Approved
83630792,Approved
83630892,Approved
83631062,Approved
83631132,Approved
83631532,Approved
83631602,Refused
83631722,Approved
83631992,Approved
83632112,Approved
83632352,Approved
83632492,Approved
83632932,Approved
83632972,Approved
83632982,Approved
83633112,Approved
83633182,Refused
83633332,Approved
83633352,Approved
83633432,Approved
83633632,Approved
83633672,Approved
83633762,Approved
83634172,Approved
83634192,Approved
83635522,Refused
83635862,Approved
83636042,Approved
83636132,Approved
83636212,Refused
83636222,Approved
83636382,Approved
83636432,Refused
83636532,Approved
83636552,Approved
83636652,Approved
83636942,Refused
83637182,Approved
83637212,Approved
83637282,Approved
83637402,Approved
83637442,Approved
83637472,Approved
83637482,Approved
83637512,Approved
83637572,Approved
83637702,Approved
83637752,Approved
83637852,Approved
83637912,Refused
83637922,Approved
83638352,Approved
83638442,Approved
83638612,Approved
83638712,Approved
83638812,Approved
83638972,Approved
83638992,Approved
83639042,Approved
83639202,Refused
83639292,Approved
83639442,Approved
83639452,Approved
83639472,Approved
83639532,Approved
83639642,Approved
83639672,Approved
83639832,Approved
83639932,Approved
83640012,Approved
83640162,Approved
83640172,Approved
83640612,Refused
83640722,Approved
83641082,Approved
83641372,Approved
83641692,Approved
83641832,Approved
83641962,Approved
83642142,Refused
83642152,Approved
83642182,Approved
83642662,Refused
83642772,Approved
83642832,Approved
83643272,Approved
83643412,Approved
83643492,Approved
83643502,Approved
83643742,Approved
83643802,Approved
83643912,Approved
83644272,Approved
83644282,Approved
83644432,Approved
83644502,Approved
83644962,Approved
83645462,Approved
83645872,Approved
83645882,Approved
83645992,Approved
83646032,Approved
83646052,Approved
83646472,Approved
83646552,Refused
83646922,Approved
83646932,Approved
83647162,Approved
83647332,Refused
83647552,Approved
83647862,Refused
83648612,Approved
83648872,Approved
83648922,Approved
83649352,Approved
83650242,Approved
83650832,Approved
83652592,Refused
83653632,Approved
83654012,Approved
83654092,Approved
83654172,Approved
83654192,Approved
83654252,Refused
83654362,Approved
83654422,Approved
83654502,Approved
83654532,Approved
83654572,Refused
83654622,Approved
83654632,Approved
83654732,Approved
83654842,Approved
83654862,Approved
83654992,Approved
83655002,Approved
83655102,Approved
83655212,Approved
83655252,Approved
83655892,Approved
83656422,Approved
83656522,Approved
83656562,Approved
83656572,Approved
83656582,Approved
83656762,Refused
83656862,Approved
83657082,Approved
83657162,Refused
83657312,Refused
83657792,Approved
83657832,Approved
83657882,Approved
83657972,Approved
83657982,Approved
83658022,Approved
83658852,Approved
83659062,Approved
83659412,Approved
83659462,Approved
83659482,Approved
83659512,Approved
83659532,Approved
83659542,Approved
83660282,Approved
83660302,Refused
83660322,Refused
83660862,Approved
83661052,Refused
83661322,Approved
83661352,Approved
83661372,Approved
83661482,Approved
83661502,Approved
83661622,Approved
83661672,Approved
83661802,Approved
83661972,Approved
83662182,Approved
83662232,Approved
83662532,Approved
83662682,Approved
83662692,Approved
83662812,Approved
83662832,Approved
83662922,Refused
83662992,Approved
83663212,Approved
83663432,Approved
83663522,Refused
83664112,Approved
83664312,Approved
83664492,Approved
83664772,Approved
83664932,Approved
83664952,Approved
83665352,Approved
83665392,Approved
83666042,Approved
83666232,Approved
83666342,Approved
83666892,Approved
83666992,Approved
83667542,Approved
83667582,Approved
83667672,Refused
83668302,Approved
83668812,Approved
