application_number,status
81563512,Approved
81563542,Approved
81563632,Approved
81563762,Approved
81563782,Approved
81564562,Approved
81564812,Approved
81565022,Approved
81565072,Approved
81566122,Approved
81566632,Approved
81566782,Approved
81566992,Approved
81567092,Approved
81567482,Approved
81567642,Approved
81567872,Approved
81567922,Approved
81567942,Approved
81567972,Approved
81567992,Approved
81568002,Approved
81568042,Approved
81568052,Approved
81568062,Approved
81568072,Approved
81568142,Approved
81568192,Approved
81568212,Approved
81568232,Approved
81568242,Refused
81568282,Refused
81568412,Approved
81568462,Approved
81568482,Approved
81568502,Approved
81568572,Approved
81568622,Approved
81568642,Approved
81568652,Refused
81568692,Approved
81568742,Refused
81568822,Approved
81568892,Approved
81568912,Approved
81568972,Approved
81569042,Approved
81569112,Refused
81569232,Approved
81569302,Approved
81569352,Refused
81569392,Approved
81569572,Approved
81569832,Approved
81569862,Approved
81569882,Approved
81569892,Approved
81569942,Approved
81569962,Approved
81569992,Approved
81570002,Refused
81570052,Approved
81570922,Refused
81571112,Refused
81571132,Approved
81571172,Refused
81571212,Refused
81571252,Approved
81571272,Approved
81571412,Refused
81571542,Approved
81571642,Approved
81571672,Approved
81571762,Approved
81571802,Approved
81571882,Approved
81571912,Approved
81571992,Approved
81572022,Refused
81572222,Approved
81572232,Approved
81572762,Approved
81573012,Approved
81573032,Approved
81573092,Approved
81573122,Approved
81573352,Approved
81573362,Approved
81573372,Approved
81573502,Approved
81573662,Approved
81573722,Refused
81573782,Approved
81573992,Approved
81574002,Approved
81574132,Approved
81574182,Refused
81574222,Approved
81574232,Approved
81574822,Approved
81574972,Approved
81575042,Approved
81575102,Approved
81575142,Approved
81575392,Approved
81575692,Approved
81576002,Approved
81576182,Approved
81576212,Approved
81576502,Approved
81577172,Approved
81577222,Approved
81577232,Approved
81577492,Approved
81577672,Approved
81578392,Approved
81578542,Approved
81578682,Approved
81579332,Approved
81579492,Approved
81579672,Approved
81579772,Approved
81579852,Approved
81580172,Approved
81580302,Approved
81580572,Approved
81580752,Approved
81581132,Approved
81581292,Approved
81581682,Approved
81581692,Approved
81581782,Approved
81581832,Approved
81582042,Approved
81582082,Approved
81582272,Approved
81582292,Approved
81582372,Approved
81582442,Approved
81582472,Approved
81582712,Approved
81582942,Approved
81583042,Approved
81583242,Approved
81583542,Approved
81583652,Approved
81583702,Approved
81583732,Approved
81583902,Approved
81584022,Approved
81584032,Approved
81584192,Approved
81584462,Approved
81584552,Approved
81584622,Approved
81584732,Approved
81585062,Approved
81585352,Approved
81585672,Approved
81586382,Approved
81586852,Approved
81586862,Approved
81588002,Approved
81588222,Approved
81588612,Approved
81588662,Approved
81588752,Approved
81588962,Approved
81588982,Approved
81589012,Approved
81589032,Approved
81589042,Approved
81589102,Approved
81589112,Approved
81589152,Approved
81589252,Approved
81589262,Approved
81589282,Approved
81589352,Approved
81589372,Approved
81589402,Approved
81589432,Approved
81589442,Approved
81589492,Approved
81589522,Approved
81589532,Approved
81589552,Approved
81589572,Approved
81589592,Approved
81589622,Approved
81589732,Approved
81589772,Approved
81589912,Approved
81590072,Approved
81590082,Approved
81590142,Approved
81590252,Approved
81590262,Approved
81590272,Approved
81590322,Approved
81590442,Approved
81590452,Approved
81590632,Approved
81590662,Approved
81590672,Approved
81590702,Approved
81590772,Approved
81590912,Approved
81591022,Approved
81591082,Approved
81591202,Approved
81591302,Approved
81591322,Approved
81591342,Approved
81591362,Approved
81591442,Approved
81591512,Approved
81591572,Approved
81591622,Approved
81591742,Approved
81591932,Approved
81592142,Approved
81592382,Approved
81592392,Approved
81592572,Approved
81592582,Approved
81592652,Approved
81592792,Approved
81592892,Refused
81593002,Refused
81593102,Approved
81593152,Approved
81593292,Approved
81593352,Approved
81593452,Approved
81593462,Approved
81593502,Approved
81593512,Approved
81593742,Approved
81593852,Refused
81593902,Approved
81593982,Refused
81594202,Approved
81594332,Approved
81594362,Approved
81594412,Approved
81594432,Approved
81594792,Approved
81594872,Approved
81595022,Approved
81595152,Approved
81595252,Approved
81595492,Approved
81595532,Approved
81595542,Approved
81595762,Approved
81595872,Approved
81595942,Approved
81595972,Approved
81596062,Approved
81596132,Approved
81596142,Approved
81596202,Approved
81596252,Approved
81596282,Approved
81596292,Approved
81596302,Approved
81596312,Approved
81596362,Approved
81596482,Approved
81596712,Approved
81596782,Approved
81596952,Approved
81597212,Approved
81597582,Approved
81597762,Approved
81597972,Approved
81598292,Approved
81598432,Approved
81599232,Approved
81599652,Approved
81599662,Approved
81599672,Approved
81599802,Approved
81599832,Approved
81600072,Refused
81600212,Approved
81600232,Approved
81600332,Approved
81600412,Approved
81600422,Approved
81600492,Approved
81601042,Approved
81601372,Approved
81601382,Approved
81601772,Approved
81602272,Approved
81602462,Approved
81602512,Approved
81602992,Approved
81603152,Approved
81603442,Approved
81604632,Approved
81604722,Approved
81605052,Approved
81605692,Approved
81606072,Refused
81606282,Approved
81606582,Approved
81606772,Approved
81606912,Refused
81607052,Approved
81607172,Approved
81607182,Approved
81607852,Approved
81608232,Approved
81609082,Approved
81609222,Approved
81609392,Approved
81609552,Approved
81609642,Approved
81609702,Approved
81609712,Approved
81609972,Approved
81610002,Approved
81610022,Approved
81610032,Refused
81610052,Approved
81610092,Approved
81610142,Approved
81610222,Approved
81610252,Approved
81610302,Approved
81610322,Approved
81610412,Approved
81610422,Approved
81610442,Refused
81610532,Approved
81610562,Approved
81610642,Approved
81610672,Approved
81610682,Approved
81610732,Approved
81610802,Approved
81610862,Approved
81610872,Approved
81610892,Approved
81611052,Approved
81611092,Approved
81611282,Approved
81611292,Refused
81611322,Refused
81611342,Approved
81611352,Refused
81611392,Approved
81611402,Approved
81611512,Refused
81611532,Approved
81611562,Approved
81611572,Refused
81611612,Approved
81611702,Approved
81611712,Approved
81611762,Refused
81611802,Approved
81611822,Approved
81611862,Approved
81611932,Approved
81611962,Approved
81611972,Approved
81612112,Refused
81612122,Approved
81612162,Refused
81612482,Approved
81612522,Approved
81612532,Approved
81612632,Approved
81612722,Approved
81612882,Approved
81612902,Approved
81613042,Approved
81613082,Approved
81613152,Approved
81613352,Approved
81613382,Approved
81613472,Approved
81613622,Approved
81613692,Approved
81613732,Approved
81613862,Approved
81613942,Approved
81613952,Approved
81614022,Approved
81614182,Approved
81614222,Approved
81614262,Approved
81614402,Approved
81614422,Approved
81614462,Approved
81614472,Approved
81614482,Approved
81614562,Approved
81614772,Approved
81614932,Approved
81614982,Approved
81615082,Approved
81615182,Approved
81615262,Approved
81615462,Approved
81615502,Approved
81615522,Approved
81615552,Approved
81615662,Approved
81615672,Approved
81615872,Approved
81615992,Approved
81616022,Approved
81616092,Approved
81616122,Approved
81616162,Approved
81616232,Approved
81616292,Approved
81616312,Approved
81616322,Approved
81616412,Approved
81616722,Approved
81617082,Approved
81617112,Approved
81617912,Approved
81617952,Approved
81618382,Approved
81618842,Approved
81618912,Approved
81619412,Approved
81619712,Approved
81620012,Approved
81620042,Approved
81620052,Approved
81620082,Approved
81620302,Approved
81620342,Approved
81620832,Refused
81620872,Approved
81621102,Approved
81621152,Approved
81621252,Approved
81621452,Approved
81621582,Refused
81621762,Approved
81622632,Approved
81623462,Approved
81623612,Approved
81623792,Approved
81623822,Approved
81623892,Approved
81624272,Approved
81624392,Approved
81625402,Approved
81625422,Approved
81625742,Approved
81626452,Approved
81628332,Approved
81628832,Approved
81628852,Approved
81628882,Approved
81628912,Approved
81628932,Approved
81628942,Approved
81629152,Approved
81629292,Approved
81629302,Approved
81629332,Approved
81629352,Approved
81629362,Approved
81629412,Refused
81629432,Approved
81629492,Approved
81629522,Approved
81629562,Approved
81629582,Approved
81629602,Approved
81629612,Approved
81629672,Approved
81629692,Approved
81629722,Refused
81629782,Approved
81629842,Approved
81629882,Approved
81629912,Approved
81629942,Approved
81630082,Approved
81630302,Approved
81630312,Approved
81630472,Approved
81630632,Approved
81630642,Approved
81630652,Refused
81630722,Approved
81630842,Refused
81630852,Approved
81631222,Approved
81631292,Approved
81631302,Refused
81631502,Approved
81631562,Approved
81631732,Approved
81631752,Approved
81631782,Approved
81631942,Approved
81632022,Approved
81632142,Approved
81632152,Approved
81632212,Approved
81632582,Approved
81632602,Approved
81632632,Approved
81632702,Approved
81632752,Approved
81632812,Approved
81632892,Approved
81632942,Approved
81632982,Approved
81633262,Approved
81633322,Approved
81633602,Approved
81633622,Approved
81633852,Approved
81633952,Refused
81633962,Approved
81634072,Approved
81634152,Approved
81634242,Approved
81634252,Approved
81634382,Approved
81634442,Approved
81634462,Approved
81634602,Approved
81634692,Approved
81634732,Approved
81634742,Approved
81634832,Approved
81634932,Approved
81634992,Approved
81635162,Approved
81635192,Approved
81635212,Approved
81635482,Approved
81635562,Approved
81635622,Approved
81635672,Approved
81635842,Approved
81636022,Approved
81636052,Approved
81636292,Approved
81636462,Approved
81636682,Approved
81636822,Approved
81636832,Approved
81637042,Approved
81637052,Approved
81637202,Approved
81637272,Approved
81637532,Refused
81637852,Approved
81637982,Approved
81638242,Approved
81638572,Approved
81638862,Approved
81639042,Approved
81639082,Approved
81639262,Approved
81639682,Refused
81639702,Approved
81639742,Approved
81639972,Approved
81640322,Approved
81640472,Approved
81640642,Approved
81641682,Refused
81643162,Approved
81643752,Approved
81644442,Approved
81644532,Approved
81644552,Approved
81644702,Approved
81644922,Refused
81644972,Approved
81645022,Approved
81645042,Refused
81645072,Approved
81645082,Approved
81645092,Approved
81645112,Approved
81645322,Approved
81645372,Approved
81645432,Approved
81645512,Approved
81645532,Approved
81645542,Approved
81645602,Approved
81645612,Approved
81645672,Approved
81645792,Approved
81645822,Approved
81645842,Approved
81645952,Approved
81646022,Approved
81646062,Approved
81646122,Refused
81646192,Refused
81646222,Approved
81646282,Refused
81646452,Approved
81646502,Approved
81646622,Refused
81646652,Approved
81646702,Approved
81646802,Approved
81646832,Approved
81646882,Approved
81646912,Approved
81646972,Approved
81647072,Refused
81647152,Approved
81647182,Approved
81647312,Approved
81647322,Approved
81647412,Approved
81647482,Approved
81647612,Approved
81647622,Approved
81647662,Approved
81647752,Approved
81647762,Approved
81647892,Approved
81648272,Approved
81648332,Approved
81648432,Refused
81648582,Approved
81648722,Approved
81648772,Approved
81648842,Approved
81648882,Approved
81649002,Approved
81649122,Approved
81649192,Refused
81649242,Approved
81649322,Approved
81649342,Approved
81649472,Approved
81649482,Approved
81649622,Refused
81649682,Approved
81649972,Approved
81650162,Approved
81650242,Approved
81650562,Approved
81650722,Approved
81650902,Approved
81651092,Approved
81651152,Approved
81651452,Approved
81651632,Approved
81651672,Approved
81651812,Approved
81651832,Approved
81651912,Approved
81652142,Approved
81652222,Refused
81652312,Approved
81652332,Approved
81652462,Approved
81652472,Approved
81652642,Approved
81652702,Refused
81652722,Approved
81652902,Approved
81652992,Approved
81653302,Refused
81653632,Approved
81653812,Approved
81654042,Approved
81654552,Approved
81655252,Approved
81655372,Approved
81655552,Approved
81655652,Approved
81655802,Approved
81656002,Approved
81656042,Approved
81656212,Approved
81656582,Approved
81656632,Approved
81656812,Approved
81656852,Approved
81656912,Approved
81657072,Approved
81657732,Approved
81657822,Approved
81657862,Approved
81658032,Approved
81658062,Approved
81658092,Approved
81658212,Approved
81658452,Refused
81658492,Approved
81658602,Refused
81658672,Approved
81658842,Approved
81659652,Approved
81659722,Approved
81660462,Approved
81660522,Approved
81660702,Approved
81660802,Approved
81660812,Approved
81660902,Approved
81660942,Approved
81661162,Approved
81661262,Approved
81661632,Approved
81661792,Approved
81661912,Approved
81661962,Approved
81662102,Approved
81662362,Approved
81662562,Approved
81662832,Approved
81662922,Approved
81663032,Approved
81663052,Approved
81663242,Approved
81663262,Approved
81663382,Approved
81663422,Approved
81663542,Approved
81663562,Approved
81663652,Approved
81663992,Approved
81664002,Approved
81664202,Approved
81664212,Approved
81664362,Refused
81664482,Approved
81664692,Approved
81664952,Approved
81665492,Approved
81665542,Approved
81665922,Approved
81666192,Approved
81666672,Approved
81666922,Approved
81667332,Approved
81667472,Approved
81667522,Approved
81667952,Approved
81668722,Approved
81668802,Approved
81668992,Approved
81669002,Approved
81670032,Approved
81670262,Approved
81670992,Approved
81671112,Approved
81671872,Approved
81671942,Refused
81671982,Approved
81672082,Approved
81672112,Approved
81672162,Refused
81672202,Approved
81672452,Approved
81672512,Approved
81672532,Approved
81672612,Approved
81672882,Approved
81672932,Approved
81672942,Approved
81673242,Approved
81673812,Approved
81674022,Approved
81674072,Approved
81675032,Approved
81675072,Approved
81675312,Approved
81675412,Approved
81675762,Approved
81676132,Approved
81676262,Approved
81677312,Approved
81677472,Approved
81678352,Approved
81678542,Refused
81678862,Approved
81678872,Approved
81679182,Approved
81679502,Approved
81679622,Approved
81679822,Approved
81680072,Approved
81680142,Approved
81680822,Approved
81681162,Approved
81681322,Approved
81681502,Approved
81681992,Approved
81682412,Approved
81682702,Approved
81683032,Approved
81683442,Approved
81683602,Approved
81683642,Approved
81684282,Approved
81684402,Refused
81684642,Approved
81684672,Approved
81685222,Approved
81685392,Approved
81685482,Approved
81685672,Approved
81685762,Approved
81685922,Approved
81686132,Approved
81686162,Approved
81686262,Approved
81686272,Approved
81686802,Approved
81687292,Approved
81688152,Approved
81688212,Approved
81688592,Approved
81689182,Refused
81689202,Approved
81689542,Refused
81689692,Refused
81690282,Approved
81690492,Approved
81690832,Approved
81691262,Approved
81691452,Approved
81691732,Refused
81692282,Approved
81692342,Approved
81692372,Approved
81692382,Approved
81692582,Approved
81692642,Approved
81692662,Approved
81692682,Approved
81692782,Approved
81692892,Approved
81692912,Approved
81692982,Approved
81693012,Approved
81693062,Approved
81693122,Approved
81693142,Approved
81693272,Approved
81693322,Approved
81693342,Approved
81693362,Approved
81693482,Approved
81693532,Approved
81693582,Approved
81693612,Approved
81693632,Approved
81693642,Refused
81693692,Approved
81693742,Approved
81693782,Approved
81693822,Approved
81693832,Approved
81693912,Approved
81694072,Approved
81694092,Refused
81694262,Approved
81694302,Approved
81694342,Approved
81694362,Approved
81694422,Approved
81694482,Approved
81694492,Approved
81694502,Approved
81694532,Approved
81694542,Approved
81694622,Approved
81694742,Approved
81694762,Approved
81694772,Approved
81694812,Approved
81694962,Approved
81694992,Approved
81695012,Approved
81695072,Approved
81695282,Approved
81695332,Approved
81695492,Approved
81695532,Approved
81695712,Approved
81695722,Approved
81696072,Approved
81696082,Approved
81696142,Approved
81696402,Approved
81696412,Approved
81696442,Refused
81696512,Approved
81696852,Approved
81696932,Approved
81696972,Approved
81697162,Approved
81697342,Refused
81697382,Approved
81697522,Approved
81697542,Approved
81697692,Approved
81697842,Approved
81698072,Approved
81698292,Approved
81698322,Approved
81698962,Approved
81699112,Approved
81699402,Approved
81699952,Approved
81700032,Approved
81700072,Approved
81700242,Approved
81700392,Approved
81700552,Approved
81701072,Approved
81701302,Approved
81701642,Approved
81701752,Approved
81702032,Approved
81702752,Approved
81703062,Approved
81703102,Refused
81703122,Approved
81703272,Approved
81703332,Refused
81703522,Approved
81703622,Refused
81703652,Approved
81703682,Approved
81703772,Refused
81703842,Refused
81703952,Approved
81704252,Approved
81704262,Approved
81705842,Approved
81706192,Approved
81706222,Approved
81706392,Approved
81706532,Approved
81707082,Approved
81707332,Approved
81707782,Approved
81707932,Approved
81708112,Approved
81708332,Approved
81708432,Approved
81708462,Approved
81708692,Approved
81708942,Approved
81710622,Approved
81710852,Approved
81711592,Approved
81711952,Approved
81712192,Approved
81712412,Approved
81712432,Approved
81712552,Approved
81712562,Approved
81712602,Approved
81712622,Approved
81712642,Approved
81712682,Approved
81712762,Approved
81712782,Approved
81712822,Approved
81712852,Approved
81712862,Approved
81712892,Approved
81712912,Approved
81712922,Refused
81712962,Approved
81712982,Refused
81712992,Approved
81713012,Approved
81713082,Approved
81713252,Approved
81713262,Approved
81713292,Approved
81713322,Approved
81713332,Approved
81713352,Approved
81713362,Approved
81713432,Approved
81713452,Approved
81713472,Refused
81713492,Approved
81713622,Approved
81713732,Approved
81713762,Approved
81713772,Approved
81713792,Refused
81713912,Approved
81714022,Approved
81714122,Approved
81714192,Approved
81714332,Approved
81714362,Approved
81714462,Approved
81714492,Approved
81714552,Approved
81714562,Approved
81714742,Approved
81714792,Approved
81714892,Refused
81714902,Approved
81715002,Approved
81715032,Approved
81715072,Approved
81715272,Approved
81715372,Approved
81715712,Approved
81716052,Approved
81716102,Approved
81716252,Refused
81716322,Approved
81716602,Approved
81716672,Approved
81716822,Approved
81716982,Approved
81717102,Approved
81717142,Approved
81717182,Approved
81717192,Approved
81717202,Approved
81717332,Approved
81717372,Approved
81717482,Approved
81717932,Approved
81718202,Refused
81718262,Approved
81718312,Approved
81718452,Approved
81718652,Approved
81718682,Approved
81718792,Approved
81718812,Approved
81718992,Refused
81719052,Approved
81719122,Approved
81719212,Approved
81719222,Approved
81719312,Approved
81719352,Approved
81719462,Refused
81719472,Approved
81719552,Refused
81719682,Approved
81719802,Approved
81720052,Approved
81720182,Approved
81720272,Approved
81720302,Approved
81720312,Approved
81720552,Approved
81720582,Approved
81720732,Approved
81720822,Approved
81720922,Approved
81721022,Approved
81721052,Approved
81721222,Approved
81721282,Approved
81721332,Approved
81721912,Approved
81721952,Approved
81722112,Refused
81722502,Approved
81722712,Approved
81722882,Approved
81723342,Approved
81723352,Approved
81723702,Approved
81724252,Approved
81724662,Approved
81724812,Approved
81724952,Approved
81725222,Approved
81725412,Approved
81725742,Approved
81725812,Approved
81726022,Approved
81726032,Refused
81726052,Approved
81726162,Approved
81726392,Approved
81726402,Refused
81726942,Approved
81727162,Approved
81727262,Approved
81727282,Refused
81727552,Approved
81727772,Refused
81728172,Approved
81728752,Approved
81729692,Approved
81730542,Approved
81730712,Approved
81731732,Approved
81732072,Approved
81732122,Approved
81732182,Approved
81732242,Approved
81732292,Refused
81732572,Approved
81732582,Approved
81732592,Approved
81732682,Approved
81732742,Approved
81732772,Approved
81732822,Approved
81732832,Refused
81732942,Approved
81732952,Refused
81732972,Approved
81733012,Refused
81733032,Approved
81733052,Approved
81733072,Approved
81733102,Approved
81733142,Approved
81733152,Refused
81733242,Approved
81733282,Refused
81733362,Approved
81733422,Refused
81733552,Approved
81733562,Refused
81733652,Approved
81733672,Approved
81733732,Approved
81733812,Approved
81733952,Approved
81734082,Approved
81734142,Approved
81734252,Approved
81734272,Approved
81734332,Approved
81734522,Approved
81734712,Approved
81734812,Approved
81734882,Approved
81735172,Approved
81735312,Approved
81735792,Approved
81735802,Approved
81735952,Approved
81736032,Approved
81736072,Approved
81736292,Refused
81736482,Approved
81736502,Approved
81736662,Approved
81736752,Refused
81736762,Approved
81736902,Approved
81736942,Approved
81737132,Approved
81737202,Approved
81737272,Approved
81737432,Approved
81737502,Approved
81737522,Approved
81737562,Approved
81737642,Approved
81737702,Approved
81737782,Refused
81737862,Approved
81737962,Approved
81738072,Approved
81738102,Approved
81738132,Approved
81738212,Approved
81738372,Approved
81738402,Approved
81738462,Approved
81738622,Approved
81738642,Approved
81738692,Approved
81738782,Approved
81738972,Approved
81739202,Approved
81739292,Approved
81739452,Approved
81739622,Approved
81739772,Approved
81739852,Approved
81739882,Approved
81739962,Approved
81740102,Approved
81740112,Approved
81740242,Approved
81740392,Approved
81740502,Approved
81740662,Approved
81740672,Refused
81740682,Approved
81740712,Approved
81740762,Approved
81740842,Approved
81741782,Approved
81741882,Approved
81742092,Refused
81742192,Approved
81742202,Approved
81742402,Refused
81742562,Approved
81742582,Approved
81742732,Approved
81743032,Approved
81743062,Approved
81743352,Approved
81743402,Approved
81743612,Approved
81743752,Approved
81743822,Approved
81743992,Approved
81744062,Approved
81744542,Approved
81744552,Approved
81745012,Approved
81745042,Approved
81745062,Approved
81745152,Refused
81745652,Approved
81746302,Approved
81746332,Approved
81746382,Approved
81746452,Approved
81746602,Approved
81746682,Approved
81746832,Approved
81746862,Approved
81746922,Approved
81747172,Approved
81748332,Approved
81748412,Approved
81748792,Approved
81749431,Approved
81750572,Approved
81750602,Approved
81750622,Approved
81750672,Approved
81750922,Approved
81751022,Approved
81751042,Approved
81751112,Approved
81751132,Approved
81751222,Approved
81751232,Approved
81751282,Approved
81751322,Approved
81751352,Refused
81751422,Approved
81751432,Approved
81751462,Approved
81751612,Approved
81751642,Approved
81751682,Approved
81751692,Approved
81751772,Refused
81751872,Approved
81751892,Approved
81752032,Approved
81752182,Approved
81752232,Approved
81752262,Approved
81752292,Approved
81752302,Approved
81752402,Approved
81752532,Refused
81752732,Approved
81752742,Approved
81752862,Approved
81752882,Approved
81752902,Approved
81752962,Refused
81753002,Approved
81753042,Approved
81753082,Approved
81753182,Refused
81753322,Approved
81753352,Approved
81753382,Approved
81753432,Approved
81753462,Approved
81753512,Approved
81753552,Approved
81753562,Approved
81753592,Approved
81753652,Approved
81753712,Approved
81753742,Approved
81753772,Refused
81753852,Approved
81753862,Approved
81753942,Approved
81754012,Approved
81754052,Approved
81754152,Approved
81754282,Approved
81754382,Approved
81754512,Approved
81754532,Approved
81754862,Approved
81754952,Approved
81754962,Approved
81755002,Approved
81755122,Approved
81755392,Approved
81755482,Refused
81755832,Approved
81755852,Approved
81756312,Approved
81756352,Approved
81756552,Approved
81756592,Approved
81756602,Approved
81756962,Approved
81757002,Approved
81757072,Approved
81757222,Approved
81757312,Approved
81757372,Approved
81757442,Approved
81757462,Approved
81757482,Approved
81757832,Approved
81758032,Approved
81758122,Approved
81758172,Approved
81758272,Approved
81758712,Approved
81759022,Refused
81759212,Approved
81759342,Approved
81759902,Approved
81760302,Approved
81760372,Approved
81760382,Approved
81760632,Approved
81760642,Approved
81760802,Approved
81760972,Approved
81761052,Approved
81761092,Approved
81761202,Approved
81761592,Approved
81761682,Approved
81761892,Approved
81761942,Approved
81762062,Approved
81762212,Approved
81762482,Approved
81762672,Approved
81762742,Approved
81762882,Approved
81763192,Approved
81763222,Approved
81764712,Approved
81765172,Approved
81765452,Approved
81765512,Refused
81765752,Refused
81765912,Approved
81765992,Refused
81766042,Approved
81766162,Approved
81766522,Approved
81766692,Approved
81767022,Approved
81767162,Approved
81767242,Approved
81767262,Approved
81767282,Approved
81767432,Approved
81767482,Refused
81767512,Approved
81767522,Approved
81767552,Approved
81767562,Approved
81767672,Approved
81767732,Approved
81767762,Approved
81767772,Approved
81767782,Approved
81767812,Approved
81767822,Approved
81767902,Approved
81767922,Approved
81767932,Approved
81768002,Refused
81768052,Approved
81768092,Approved
81768142,Approved
81768182,Approved
81768192,Approved
81768202,Approved
81768392,Approved
81768402,Approved
81768582,Approved
81768782,Approved
81768912,Approved
81768932,Approved
81768952,Refused
81769042,Refused
81769052,Approved
81769132,Approved
81769482,Refused
81769642,Approved
81769802,Approved
81770602,Approved
81770872,Approved
81770882,Approved
81770902,Approved
81770962,Approved
81771032,Approved
81771412,Approved
81771522,Approved
81771922,Approved
81771972,Approved
81772002,Approved
81772062,Approved
81772102,Approved
81772332,Approved
81772532,Approved
81772562,Approved
81772612,Approved
81772732,Approved
81772772,Approved
81772842,Approved
81772942,Approved
81772982,Approved
81772992,Approved
81773012,Approved
81773112,Approved
81773152,Approved
81773332,Approved
81773372,Refused
81773502,Approved
81773612,Approved
81773702,Approved
81773722,Approved
81773732,Approved
81773892,Refused
81774822,Refused
81774902,Approved
81775012,Approved
81775082,Approved
81775152,Approved
81775292,Approved
81775742,Approved
81775752,Approved
81776142,Approved
81776832,Refused
81776862,Approved
81777222,Approved
81777352,Approved
81777562,Approved
81777682,Approved
81777712,Approved
81777732,Approved
81777842,Approved
81777962,Approved
81778352,Approved
81778482,Approved
81779452,Approved
81779642,Approved
81780012,Approved
81780062,Approved
81780132,Approved
81780162,Approved
81780192,Approved
81780302,Approved
81780322,Approved
81780682,Approved
81780832,Approved
81780882,Approved
81780942,Approved
81781382,Approved
81781412,Approved
81781512,Approved
81781612,Approved
81781772,Refused
81781802,Approved
81781892,Approved
81781902,Approved
81782062,Approved
81782522,Approved
81782852,Approved
81782882,Approved
81783022,Approved
81783062,Approved
81783222,Approved
81783242,Approved
81783262,Approved
81783272,Refused
81783382,Approved
81783622,Approved
81783652,Approved
81783712,Approved
81783872,Approved
81784102,Approved
81784322,Approved
81784502,Approved
81785012,Approved
81785132,Approved
81785302,Approved
81785512,Approved
81785642,Approved
81785892,Approved
81786092,Approved
81786272,Approved
81786842,Refused
81787102,Refused
81787272,Approved
81787282,Refused
81787512,Refused
81787692,Refused
81787722,Approved
81787822,Approved
81788212,Approved
81788442,Approved
81788512,Approved
81788862,Approved
81789032,Refused
81789222,Refused
81789252,Refused
81789372,Refused
81789442,Refused
81789492,Approved
81789512,Refused
81789752,Approved
81790032,Refused
81790192,Approved
81790342,Approved
81790382,Approved
81790612,Approved
81792422,Approved
81792852,Refused
81792892,Approved
81792912,Approved
81793152,Approved
81793252,Approved
81793352,Approved
81793962,Approved
81794282,Approved
81794372,Approved
81794392,Approved
81794442,Approved
81794602,Refused
81794612,Approved
81794682,Approved
81794692,Approved
81794702,Approved
81794732,Approved
81794742,Approved
81794752,Approved
81794942,Approved
81794962,Refused
81794982,Refused
81795012,Approved
81795072,Approved
81795122,Approved
81795142,Approved
81795152,Approved
81795172,Approved
81795292,Approved
81795382,Approved
81795432,Approved
81795522,Approved
81795532,Approved
81795612,Refused
81795662,Approved
81795752,Refused
81795782,Approved
81795822,Approved
81795862,Approved
81795962,Refused
81795972,Approved
81795982,Approved
81796022,Approved
81796062,Approved
81796102,Approved
81796232,Approved
81796312,Approved
81796362,Approved
81796442,Approved
81796792,Approved
81796832,Approved
81796852,Refused
81796952,Approved
81796982,Approved
81797072,Approved
81797122,Approved
81797142,Approved
81797292,Approved
81797402,Approved
81797522,Approved
81797592,Approved
81797622,Refused
81797712,Approved
81797742,Approved
81797752,Refused
81797782,Approved
81797842,Approved
81798012,Approved
81798222,Approved
81798312,Approved
81798412,Approved
81798472,Approved
81798532,Approved
81798642,Approved
81798792,Approved
81798802,Approved
81798932,Approved
81799022,Approved
81799052,Approved
81799062,Approved
81799182,Approved
81799242,Approved
81799352,Approved
81799502,Approved
81799662,Refused
81799682,Approved
81799702,Refused
81799762,Approved
81799892,Approved
81800172,Approved
81800252,Refused
81800572,Approved
81800602,Approved
81800682,Approved
81800782,Approved
81800872,Approved
81800972,Approved
81801002,Approved
81801032,Approved
81801102,Approved
81801682,Refused
81801722,Approved
81801732,Approved
81801812,Approved
81801962,Approved
81801982,Approved
81802122,Approved
81802322,Approved
81802492,Approved
81802572,Approved
81802602,Approved
81802852,Approved
81802902,Approved
81802922,Approved
81803052,Approved
81803072,Approved
81803262,Approved
81803672,Approved
81803692,Refused
81803932,Refused
81803952,Approved
81804212,Approved
81804222,Approved
81804232,Approved
81804292,Refused
81804472,Approved
81804772,Approved
81804802,Approved
81804922,Approved
81804962,Approved
81805002,Approved
81805632,Approved
81805642,Approved
81806172,Approved
81806232,Approved
81806262,Approved
81806422,Approved
81806442,Approved
81806452,Approved
81806562,Approved
81807042,Approved
81807242,Approved
81807312,Approved
81808182,Approved
81808222,Refused
81808382,Refused
81808402,Approved
81808492,Refused
81808502,Approved
81808542,Approved
81808552,Approved
81808562,Approved
81808622,Approved
81808662,Refused
81808702,Approved
81808822,Refused
81809042,Approved
81809342,Approved
81809372,Approved
81809692,Approved
81809702,Refused
81809872,Approved
81809912,Approved
81809962,Approved
81810032,Approved
81810112,Approved
81810362,Approved
81810452,Approved
81810562,Approved
81810582,Approved
81810612,Approved
81810772,Approved
81810912,Approved
81811022,Approved
81811052,Approved
81811432,Approved
81811542,Approved
81811802,Refused
81811812,Approved
81812272,Refused
81812282,Approved
81812572,Approved
81812582,Approved
81812812,Approved
81812842,Approved
81812892,Approved
81813122,Approved
81813442,Approved
81813492,Approved
81813752,Approved
81813862,Approved
81814172,Refused
81814412,Approved
81814722,Approved
81815442,Approved
81815462,Approved
